season,player,possessions,DRAYMOND
2019,Kyle Korver,2965.624,-2.294927
2019,Michael Carter-Williams,1024.261,0.1754141
2015,Johnny O'Bryant III,763.7433,-2.308239
2018,Timofey Mozgov,790.9219,1.330099
2018,Aaron Gordon,4019.24,1.179464
2014,Jimmer Fredette,1040.261,-1.512203
2014,Jeremy Lamb,3315.935,-0.0093518
2017,Lavoy Allen,1819.423,0.6672391
2015,John Henson,2746.584,2.314483
2015,Toure' Murry,37.72083,0.1114019
2019,Kemba Walker,5961.601,0.6169553
2018,Patty Mills,4628.706,-0.8687855
2019,Stanley Johnson,2607.328,-0.5398909
2014,Perry Jones III,1660.342,3.307906
2019,Chris Chiozza,73.03313,2.830364
2016,Ramon Sessions,3544.459,-1.574766
2019,Walter Lemon Jr.,351.1871,-4.809815
2019,Justin Holiday,5431.909,0.3088058
2017,CJ Wilcox,224.5725,-3.534526
2014,Mike Dunleavy,5276.448,1.270679
2014,Arron Afflalo,5065.188,-1.736261
2015,Julius Randle,26.83042,-5.726116
2014,Nicolas Batum,6894.651,0.2712694
2016,Nik Stauskas,3811.714,0.0374725
2019,Shabazz Napier,2193.051,1.919939
2014,Tyler Hansbrough,2006.694,-0.9995149
2015,Noah Vonleh,512.4423,-0.229501
2014,Joel Anthony,388.744,-0.4708087
2014,Vander Blue,32.72813,5.359897
2017,Jarell Eddie,141.7217,-1.944221
2019,Ben Simmons,6761.323,0.9704571
2018,Guerschon Yabusele,600.919,-3.60828
2019,Quincy Pondexter,652.1216,3.338803
2018,Andre Roberson,2119.153,0.6397376
2017,Shabazz Napier,1152.782,-2.43469
2017,Mike Scott,402.1063,-0.2068808
2015,JJ Redick,6010.815,0.5760469
2017,Larry Nance Jr.,3047.427,-1.347413
2015,Marreese Speights,2734.296,0.079685
2018,Salah Mejri,1498.551,1.405898
2014,Quincy Pondexter,521.3813,-0.132674
2018,Rajon Rondo,4380.76,-1.792897
2016,Donald Sloan,2681.306,-1.966967
2015,Darren Collison,3199.447,0.7919524
2017,Alec Burks,1323.413,1.065813
2018,Donovan Mitchell,6247.993,1.105508
2016,C.J. Watson,1388.123,-2.397736
2014,Francisco Garcia,2310.414,0.2839057
2018,Marquese Chriss,3309.136,0.5148461
2018,Kelly Oubre Jr.,4959.027,-1.718196
2016,Joe Ingles,2501.391,-0.8276049
2018,Devin Harris,2819.556,-0.634656
2015,Danny Green,5040.472,0.9845214
2016,Kelly Olynyk,3058.2,0.8284118
2018,Michael Carter-Williams,1719.056,-0.3013766
2019,Vince Carter,2997.765,-1.004287
2017,Arinze Onuaku,56.32666,-4.471751
2018,Nick Collison,159.4063,-0.4083085
2019,Joe Ingles,5831.879,-1.167015
2019,Tyler Davis,1.645417,57.39291
2018,Austin Rivers,4213.85,-0.4428546
2016,Dwight Howard,5074.712,-0.4385332
2014,Ersan Ilyasova,2913.508,-2.22365
2016,Dewayne Dedmon,1454.209,0.9422243
2015,Shayne Whittington,216.675,-6.275135
2017,Andre Iguodala,5156.421,0.1916146
2017,Nene,2981.099,-0.5447841
2016,Ryan Anderson,4181.242,0.0834243
2017,Manu Ginobili,3353.283,-0.4475645
2019,Andre Drummond,5708.754,1.014774
2017,Jose Calderon,1275.912,-1.994753
2019,Billy Garrett,137.55,-1.740131
2016,Reggie Bullock,900.4141,0.0909718
2018,Darren Collison,4573.531,-0.1308513
2014,Cartier Martin,1816.238,-2.237764
2014,Tony Parker,5440.468,0.1805112
2015,CJ McCollum,2322.621,2.0834
2019,Davon Reed,108.1881,2.357371
2015,Bruno Caboclo,45.18063,-10.36303
2017,Chris Paul,4400.425,-1.160646
2017,Devin Harris,2199.59,0.0622165
2018,Andre Iguodala,4296.783,0.7089451
2019,Kentavious Caldwell-Pope,4447.323,-2.493084
2015,Michael Carter-Williams,4733.464,-0.0805422
2014,Giannis Antetokounmpo,3748.946,1.259669
2014,Brandan Wright,2352.931,-0.5692205
2015,David Wear,15.07187,-5.121158
2018,Rudy Gobert,4521.035,2.174937
2014,Zach Randolph,5578.203,-0.5011312
2015,John Wall,6278.861,0.2077563
2019,Sam Dekker,1701.191,-1.503712
2016,Christian Wood,327.4583,0.4793339
2018,Kentavious Caldwell-Pope,5215.057,-1.517907
2017,Jarnell Stokes,14.97708,4.173138
2019,Myles Turner,4655.604,2.434031
2018,Reggie Bullock,3569.363,-0.3557477
2019,Gorgui Dieng,2246.506,-0.5938165
2019,Jae Crowder,4939.843,0.3361804
2018,PJ Dozier,6.11625,16.62918
2018,Avery Bradley,2934.981,-0.9791553
2015,Toney Douglas,337.8119,0.0361655
2018,Kyle O'Quinn,2884.382,1.514011
2014,Mustafa Shakur,25.38479,7.321809
2017,Jordan McRae,783.52,-1.44051
2018,Royce O'Neale,2924.447,1.120102
2019,Serge Ibaka,5257.827,2.625908
2016,Mike Miller,782.6006,0.139631
2014,Shane Battier,3258.912,-0.0256717
2015,Kyrie Irving,6300.039,-1.045864
2017,David West,2194.265,3.333722
2019,Troy Brown Jr.,1581.058,-0.4939353
2017,Ryan Kelly,226.7146,-1.798863
2019,Dorian Finney-Smith,4199.516,1.308235
2014,Gary Neal,2413.045,-1.475522
2015,Henry Sims,2882.231,-0.8285687
2017,Gerald Green,1484.88,-0.3189329
2018,Ty Lawson,195.88,1.438994
2019,Spencer Dinwiddie,4394.559,0.7671269
2018,Bobby Portis,3463.991,-1.289332
2016,Justin Holiday,1618.304,1.322753
2019,Daryl Macon,189.825,1.915381
2016,DeAndre Jordan,5694.529,1.730651
2016,Jameer Nelson,2075.669,-0.9755682
2015,Al-Farouq Aminu,3162.33,-0.0324187
2016,Channing Frye,2841.686,0.0903639
2016,Norman Powell,1837.598,-0.3351946
2018,Quinn Cook,1903.889,-1.87082
2014,Udonis Haslem,1592.638,-1.908195
2014,Henry Sims,1791.389,0.8815315
2015,Russell Westbrook,4783.364,-1.614025
2015,John Lucas III,535.5,-1.705364
2015,Ricky Rubio,1404.183,1.062024
2014,Allen Crabbe,210.4583,-0.9351667
2018,Daniel Hamilton,57.5575,-2.599439
2014,Alec Burks,4294.625,-1.14312
2016,D'Angelo Russell,4598.477,-1.423949
2014,Toney Douglas,1393.21,-2.016841
2015,Elfrid Payton,4989.927,-2.054931
2017,Dante Exum,2622.12,1.688616
2014,Jordan Crawford,3892.433,0.5465997
2015,Kendrick Perkins,2399.627,1.018959
2016,Josh Huestis,132.5969,2.978228
2019,Marcin Gortat,1579.603,2.002203
2014,LaMarcus Aldridge,5890.211,0.6221451
2014,Earl Watson,367.6138,-1.416663
2018,Mindaugas Kuzminskas,5.405416,-2.493646
2015,Joakim Noah,4821.201,1.938132
2017,James Michael McAdoo,1084.13,1.914396
2014,Eric Gordon,4081.859,-2.194518
2018,Buddy Hield,4080.468,-0.6634462
2018,Aaron Brooks,408.4625,-3.238316
2019,Khyri Thomas,444.4188,0.1851795
2016,Cristiano Felicio,661.1263,3.773036
2019,PJ Dozier,111.8388,-8.811246
2015,Draymond Green,6816.821,3.871379
2017,Trevor Ariza,6713.278,-0.9543707
2015,Alexis Ajinca,1886.48,0.918018
2016,Jerami Grant,4340.752,1.827856
2017,Damian Lillard,5871.391,-0.4002362
2019,Jayson Tatum,5808.584,1.261458
2015,John Jenkins,657.5275,-1.77879
2015,Timofey Mozgov,5113.642,1.418162
2017,Brandon Bass,1207.296,-1.138305
2018,Jerami Grant,3686.053,1.071673
2016,Jeremy Lamb,2536.898,2.175613
2018,Justin Jackson,3078.515,-0.7427453
2014,Scotty Hopson,16.03437,-9.240389
2019,Blake Griffin,5537.955,-0.6091988
2017,Draymond Green,6563.57,3.415201
2016,Chuck Hayes,52.365,7.40978
2018,Joe Johnson,2605.25,0.6822386
2015,Kevin Durant,1890.861,0.4477103
2019,T.J. McConnell,3358.419,0.6191743
2019,Rawle Alkins,256.75,-0.1241717
2015,Will Bynum,202.5581,-3.033715
2019,Glenn Robinson III,1353.682,-0.7955878
2017,George Hill,3545.638,-0.1757682
2017,Jordan Crawford,909.8754,-1.761923
2018,Ben McLemore,2244.733,-2.162794
2014,Ben McLemore,4409.083,-1.838292
2016,Chris Andersen,941.3096,-1.29574
2019,Georges Niang,1255.986,-0.087482
2019,Solomon Hill,1928.856,2.450963
2017,Cole Aldrich,1099.944,-0.5396616
2019,Aron Baynes,2032.594,2.17148
2016,Jeff Withey,1286.664,2.951238
2018,Lonzo Ball,3840.35,1.393338
2017,Hassan Whiteside,5044.324,1.344177
2019,Shaquille Harrison,3032.494,0.8804624
2017,Darrell Arthur,1339.903,0.6903489
2017,Jonas Jerebko,2815.033,-0.2863259
2015,Perry Jones III,1299.729,-0.9693074
2016,Joe Harris,33.76875,-14.75083
2018,Jeremy Evans,11.68229,15.89637
2015,Drew Gooden,2082.655,0.4134627
2018,Nikola Mirotic,3929.42,0.3508805
2019,Andre Iguodala,4742.006,0.5223963
2018,Shabazz Napier,3221.421,0.3535013
2017,Danilo Gallinari,4436.942,0.179868
2015,James Jones,1962.493,-3.145252
2016,Serge Ibaka,6380.665,0.8886387
2016,Joffrey Lauvergne,2118.001,-0.2686706
2016,Ben McLemore,3127.402,-0.7067087
2017,Langston Galloway,3105.727,0.4856472
2016,Troy Daniels,1037.605,1.119871
2018,Xavier Rathan-Mayes,250.455,-3.342604
2016,Brook Lopez,4969.794,1.310023
2019,Alec Burks,2873.705,-1.056674
2019,Alize Johnson,148.0,3.423944
2015,Quincy Miller,253.9265,3.752423
2015,Lorenzo Brown,1094.226,-1.019624
2019,Dirk Nowitzki,1690.7,-2.227592
2017,Dorian Finney-Smith,3242.95,-0.2890401
2017,Randy Foye,2778.79,0.0119495
2016,Pat Connaughton,318.3085,5.584947
2018,Ante Zizic,503.8656,0.5383138
2017,Dario Saric,4525.456,0.0193169
2014,Rajon Rondo,1979.99,-3.713327
2014,Ekpe Udoh,1568.972,0.0357478
2015,Donatas Motiejunas,4135.11,0.4201906
2017,Malik Beasley,364.2375,-0.0560851
2018,Bryn Forbes,3239.555,-0.0900144
2018,Tyler Zeller,2476.557,0.3752704
2017,Kay Felder,812.53,-1.717001
2016,Paul Pierce,2639.881,0.9818048
2014,Andre Miller,2129.992,-0.152516
2019,Thomas Bryant,3241.333,0.1663918
2015,Quincy Pondexter,3769.307,-0.0688936
2018,Dwayne Bacon,1520.027,0.5235469
2015,Jameer Nelson,2841.479,-0.8297147
2015,Al Jefferson,3925.07,-0.8153014
2014,Matt Barnes,4416.11,1.174644
2019,Cheick Diallo,2015.813,-0.017874
2019,Lorenzo Brown,466.5767,-0.0363278
2016,Aaron Gordon,3855.246,-0.0594504
2015,Martell Webster,736.2575,-2.59781
2017,Quinn Cook,385.6244,-3.636659
2018,Thon Maker,2784.947,-0.2436213
2019,Robert Covington,2548.346,0.6856105
2019,Dzanan Musa,122.8019,-3.962018
2016,Luis Scola,3532.949,-1.005923
2015,Isaiah Thomas,3838.811,0.2907295
2014,Dionte Christmas,412.7475,-2.794927
2018,Matt Costello,64.59333,-1.411955
2016,Sam Dekker,17.0775,6.822935
2015,Roy Hibbert,3767.738,2.444122
2016,Aron Baynes,2626.788,-0.0452236
2018,Joel Bolomboy,82.73708,-3.713491
2019,Bruce Brown,3135.498,2.207396
2014,Jose Calderon,5329.84,-1.575576
2015,Solomon Hill,4685.113,0.1648507
2016,Spencer Hawes,2241.928,0.3315861
2014,Dewayne Dedmon,787.355,0.2284727
2014,Chauncey Billups,622.5706,-2.877225
2014,Brian Roberts,3298.924,0.4544957
2019,Corey Brewer,1074.475,-1.604159
2019,Malcolm Brogdon,4463.056,0.8778965
2019,Kevin Love,1259.662,0.5138292
2019,Chandler Hutchison,1891.247,0.5046074
2019,Cameron Payne,1524.065,-3.790713
2018,Dewayne Dedmon,3234.024,0.5730131
2017,Jordan Clarkson,5047.683,-1.125586
2014,Dexter Pittman,5.6125,12.20534
2018,Mike James,1527.191,2.014248
2016,Meyers Leonard,2730.428,0.6707716
2015,Paul Pierce,4484.56,0.7833501
2019,Jose Calderon,1366.295,-1.067438
2015,Devin Harris,3654.982,0.9723078
2017,Jordan Farmar,69.24896,-6.427969
2018,Alex Poythress,214.24,0.9690092
2015,Matt Barnes,5455.836,0.8482469
2017,Victor Oladipo,5034.12,-0.9591884
2017,Cameron Payne,968.9387,-0.3349701
2019,Derrick Jones Jr.,2388.872,3.101297
2016,James Michael McAdoo,646.4358,-1.425396
2018,George Hill,4750.551,-0.4481376
2016,Andre Drummond,5609.562,-0.2815954
2016,Cory Joseph,4944.921,0.955144
2015,Nikola Pekovic,1633.396,-0.5331843
2018,Jabari Bird,244.4948,-0.6312819
2017,James Johnson,4285.109,2.816329
2017,Damian Jones,218.7796,3.513055
2017,T.J. Warren,4372.907,-0.1208093
2018,Semi Ojeleye,2859.762,0.4333336
2018,Malcolm Miller,261.03,0.7761383
2016,Tony Wroten,312.84,-4.220527
2014,Quincy Miller,1690.761,1.593572
2016,Tyler Ennis,1313.995,0.0245702
2018,Udonis Haslem,141.66,5.152207
2019,Goran Dragic,2133.54,0.1117582
2018,Terrence Ross,1288.625,1.539975
2014,Toure' Murry,780.1917,1.869463
2016,Marcus Thornton,2367.494,-0.9599692
2016,Marc Gasol,3502.524,0.9554703
2017,Paul George,5798.464,-0.102171
2017,Justin Anderson,2515.602,-0.0869874
2015,Jrue Holiday,2696.973,0.6317465
2018,Danny Green,3820.226,1.523926
2014,Greg Oden,435.6175,2.453392
2019,Mike Muscala,2889.205,0.6353414
2019,Courtney Lee,920.5025,-0.9443452
2019,DeVaughn Akoon-Purcell,50.30667,-8.117371
2016,James Jones,1050.787,-1.092059
2017,Delon Wright,1070.718,1.280338
2014,Jannero Pargo,493.1541,-2.346949
2016,Henry Sims,549.7795,-5.97653
2015,Jared Dudley,3650.488,-0.3284616
2014,Chris Bosh,6180.427,0.1838463
2019,John Wall,2403.96,-0.912595
2016,Alan Anderson,405.12,-2.482471
2018,Devin Robinson,28.03938,-2.414071
2017,Tony Snell,5044.932,-0.7131449
2019,Mitchell Creek,103.8275,3.030477
2016,Reggie Jackson,5186.01,-0.976664
2014,Sergey Karasev,327.86,-4.058837
2017,Jodie Meeks,1539.345,-0.6407652
2016,Thomas Robinson,1904.685,-0.3868754
2018,Jamel Artis,569.5088,-1.726494
2017,Solomon Hill,4978.97,0.7297618
2018,Kris Dunn,3215.844,-0.4368064
2018,LaMarcus Aldridge,5335.553,1.440049
2015,Raymond Felton,660.4694,1.453351
2015,Robin Lopez,3503.809,1.426139
2019,Damion Lee,816.5625,-2.347251
2015,Ed Davis,3688.05,-0.1884799
2019,Dante Cunningham,1997.174,-3.582298
2016,Pau Gasol,4685.095,2.315094
2017,Tyreke Evans,1614.904,-1.162051
2018,Tyreke Evans,3236.096,0.3296089
2019,Nikola Jokic,6262.942,0.8719797
2019,Deng Adel,391.6375,-0.7953883
2018,Kyle Kuzma,5119.632,0.1220691
2019,Jerami Grant,6092.721,0.6952254
2014,Arnett Moultrie,407.8548,1.2529
2015,Tim Hardaway Jr.,3314.372,-1.903321
2015,Andre Drummond,4944.056,0.5762386
2015,Tyler Johnson,1222.457,1.217235
2015,Tiago Splitter,2349.314,1.6926
2016,Anthony Davis,4452.43,1.403481
2019,Nick Young,78.7175,-9.167354
2018,Shabazz Muhammad,937.2952,-1.648578
2019,T.J. Warren,2895.383,-2.266829
2014,Larry Sanders,1139.652,2.045369
2015,Robbie Hummel,1491.884,1.122734
2016,Steve Novak,101.4033,2.134372
2016,Mike Scott,2742.167,0.1090295
2018,Josh Magette,452.655,-2.164866
2015,Alec Burks,1731.886,-2.625811
2016,JJ O'Brien,13.8825,-5.588161
2019,Jonas Valanciunas,2345.146,2.253752
2016,Alex Len,3811.581,0.6525376
2019,JaKarr Sampson,261.4612,0.1308646
2018,Mirza Teletovic,332.6744,-0.0136337
2017,Joel Embiid,1664.355,3.514328
2014,Alexis Ajinca,1878.819,-1.231676
2018,De'Aaron Fox,4166.385,-0.4733806
2018,Malcolm Brogdon,3289.033,-0.5358074
2015,Cory Jefferson,1089.214,0.5783861
2016,Montrezl Harrell,844.6667,0.9089274
2015,Shabazz Muhammad,1777.826,-0.5718871
2015,Tayshaun Prince,2717.89,-0.3246444
2014,Mirza Teletovic,3170.212,0.5681459
2015,Anderson Varejao,1242.32,-0.508446
2016,JJ Redick,4641.93,2.340318
2015,Willie Green,1913.095,1.16763
2015,Zach LaVine,3848.38,-2.437805
2018,Naz Mitrou-Long,3.871042,-2.493646
2014,CJ Miles,1975.79,-1.157207
2014,Matt Bonner,1677.855,0.9035304
2019,Rodions Kurucs,3040.998,0.2775877
2014,Corey Brewer,5499.555,-0.563321
2017,Al Jefferson,1907.192,-0.9389905
2019,De'Anthony Melton,2111.705,-0.4076378
2017,Michael Beasley,2006.761,-0.6337458
2017,Mike Conley,4930.003,1.07733
2014,Tim Duncan,5803.605,1.832099
2015,Brook Lopez,4617.813,1.346657
2014,James Southerland,60.71625,12.06013
2016,Justin Harper,69.83229,-0.8186588
2017,Cristiano Felicio,2279.052,-0.269471
2019,Bruno Caboclo,1678.167,0.9077687
2014,Bernard James,327.5925,-1.103183
2014,Josh Smith,5511.188,0.7472982
2017,Aron Baynes,2409.348,2.717027
2017,Pierre Jackson,175.1575,3.303694
2019,Ray Spalding,329.3836,-0.7091927
2016,Jorge Gutierrez,161.7381,3.981601
2019,Jonas Jerebko,2862.574,-0.5606058
2018,Marvin Williams,4222.63,-0.2923508
2017,Jordan Mickey,333.0469,-3.98529
2014,Miles Plumlee,3992.648,1.322938
2015,Rodney Stuckey,3726.137,-0.2249618
2014,Seth Curry,27.19604,7.264174
2016,Shabazz Muhammad,3450.202,-2.099102
2015,Elijah Millsap,1822.783,2.04138
2014,Russell Westbrook,4404.692,-0.984143
2016,Archie Goodwin,2352.861,-2.762505
2018,Cole Aldrich,111.1892,-4.73607
2016,Jose Calderon,4004.99,-0.4991596
2018,Jon Leuer,297.9817,-3.944652
2019,Tony Bradley,84.2325,0.0743265
2018,PJ Tucker,5878.071,-0.8651422
2014,Greivis Vasquez,3822.853,0.6261868
2015,Meyers Leonard,1924.124,2.490768
2018,DeAndre Liggins,1535.966,-2.919715
2016,John Jenkins,1041.831,0.0916537
2017,Harrison Barnes,5499.136,-0.6350559
2017,DeMarcus Cousins,4955.364,0.7531767
2016,Marcus Smart,3979.974,-0.0751871
2015,Greg Smith,754.9815,-0.8800573
2017,Zach Randolph,3860.278,-0.3364134
2015,Randy Foye,2250.543,-2.151614
2015,Jason Smith,3525.375,-0.0394046
2014,Phil Pressey,2268.245,-0.8132457
2016,Tyler Hansbrough,721.9056,-1.772547
2018,Tony Parker,2330.561,-1.136791
2014,Keith Bogans,113.0594,3.138309
2015,Josh Smith,5628.882,2.819652
2016,Nicolas Batum,5237.64,-0.6006389
2016,T.J. Warren,2259.706,-0.7084194
2015,Ryan Anderson,3497.261,-0.7247825
2018,Joffrey Lauvergne,1147.979,-2.443227
2018,Frank Mason,1952.01,-1.055369
2019,Kevin Huerter,4544.0,-2.463726
2014,Ian Clark,348.3,-4.002994
2015,Kyle Lowry,5072.18,-0.0178642
2017,Bruno Caboclo,83.375,14.17573
2014,Darius Morris,640.7833,-4.483218
2016,Jordan Hamilton,625.1633,-1.218812
2015,Jason Richardson,837.5466,-2.444178
2015,Beno Udrih,3315.171,-0.7343823
2015,Tony Parker,4307.743,-0.2956378
2016,Marcin Gortat,4686.37,1.134823
2014,Travis Outlaw,2165.944,-0.3159792
2014,Trevor Ariza,6244.388,-0.5826744
2018,Cristiano Felicio,2032.567,-1.29207
2017,Richaun Holmes,2539.599,-0.5964313
2016,Anthony Tolliver,2754.027,1.29436
2014,Blake Griffin,6767.099,0.2133805
2018,Darius Miller,4524.356,0.19576
2014,Ty Lawson,4653.701,-1.555702
2017,Yogi Ferrell,2426.94,-2.150094
2017,Trevor Booker,3776.216,0.3956652
2016,Manu Ginobili,2752.521,0.7270693
2014,Darius Miller,1431.992,-0.7317451
2019,Ivan Rabb,1494.723,-3.483912
2014,Pablo Prigioni,2455.876,-1.425551
2018,Ryan Arcidiacono,641.25,0.0160003
2015,Ekpe Udoh,293.7833,-0.3312094
2018,Chris McCullough,202.0313,2.208067
2018,Ron Baker,800.1583,0.061465
2017,D.J. Augustin,3137.84,-1.463576
2015,Klay Thompson,6673.572,0.629803
2014,Jan Vesely,1571.127,1.206198
2017,Patricio Garino,86.26875,-6.16518
2017,Rashad Vaughn,947.8963,-1.203792
2017,Dwyane Wade,4055.835,-1.139391
2017,Michael Carter-Williams,1850.944,1.591006
2019,Torrey Craig,3797.727,2.327606
2016,Jon Leuer,2679.948,-0.8404338
2019,John Henson,438.04,3.603361
2014,Pero Antic,2223.211,-0.8993284
2018,Tony Allen,602.9887,-0.6301055
2016,Kendrick Perkins,1140.91,-1.486019
2019,Damian Lillard,7338.427,0.4037808
2014,Jorge Gutierrez,491.9169,-0.2611542
2019,Lauri Markkanen,3495.757,-0.8096551
2015,Arinze Onuaku,138.975,0.1101236
2019,Ryan Broekhoff,958.7556,-1.16356
2015,James Harden,7463.215,0.7566089
2014,LeBron James,7041.756,-0.6650333
2014,Anthony Davis,4631.505,1.240198
2015,Glen Rice,84.78167,-7.918305
2015,Lou Williams,4261.442,-0.9480762
2019,Larry Nance Jr.,3684.237,0.2346547
2018,Kadeem Allen,231.0977,-0.8903207
2017,Willy Hernangomez,2740.128,-0.3650224
2019,Guerschon Yabusele,575.0279,2.592342
2018,Larry Drew II,144.8156,0.4926705
2019,Chandler Parsons,1039.017,1.04475
2019,Tony Snell,2947.087,0.1101521
2019,Jalen Brunson,3346.072,-0.9378428
2018,Gorgui Dieng,2943.629,-0.9577656
2019,Zach Lofton,8.533334,-2.437187
2014,DeMarcus Cousins,4601.266,0.9211934
2014,Chris Singleton,504.5833,-4.645187
2019,Pau Gasol,783.7875,0.4780882
2016,Lou Amundson,413.1,2.712425
2016,Cole Aldrich,1788.383,-0.0682553
2018,Kelly Olynyk,3925.268,-0.2278402
2019,Semi Ojeleye,1349.375,0.287451
2015,Patrick Patterson,4495.112,-0.4213192
2019,Deonte Burton,536.0675,1.354452
2014,Manu Ginobili,4418.928,-0.1160017
2018,Anthony Brown,10.71417,-11.67658
2016,Goran Dragic,5671.121,1.73303
2014,John Henson,3635.44,0.054635
2015,Ognjen Kuzmic,157.08,-4.00113
2016,Vince Carter,2232.073,-1.20425
2019,Channing Frye,705.5148,-3.996041
2018,Edmond Sumner,4.615417,-45.07268
2015,Francisco Garcia,402.7083,1.944378
2017,Nemanja Bjelica,2441.235,1.524402
2019,Mason Plumlee,4086.416,1.330042
2017,Marshall Plumlee,354.6271,-0.7459134
2015,Paul Millsap,5931.223,-0.5246747
2018,Wayne Ellington,4341.146,-0.868885
2014,Willie Green,1840.224,2.2719
2014,Jonas Jerebko,1499.29,-1.734122
2019,Isaiah Canaan,1320.346,-0.2412191
2017,JaVale McGee,1961.848,1.83035
2017,Stephen Zimmerman,222.5025,-1.025643
2015,Jeff Ayres,804.4423,-3.695143
2016,Michael Carter-Williams,3346.439,0.4387586
2015,Tristan Thompson,5695.904,0.6507239
2014,Lorenzo Brown,492.0533,2.808263
2014,Pau Gasol,3959.148,0.4745443
2016,Evan Turner,5247.926,2.002473
2016,Corey Brewer,3771.407,-1.214619
2017,Joe Young,289.1531,-2.398609
2016,Kevin Martin,2357.962,-2.315498
2014,Jonas Valanciunas,4832.467,0.5920419
2019,Tyler Lydon,207.5246,-5.003811
2018,Tristan Thompson,3067.81,-0.819589
2016,Tobias Harris,5329.958,-0.8141652
2014,Hilton Armstrong,247.0748,-2.835776
2019,Pascal Siakam,7195.181,1.646219
2018,Marcus Paige,57.46417,1.879476
2018,TJ Leaf,977.5573,-1.35486
2014,Jordan Hamilton,2136.697,-0.5985438
2015,Ray McCallum,2949.783,-1.978934
2017,Jarrod Uthoff,226.5021,-5.550546
2014,Marc Gasol,4298.051,0.2205143
2014,Kosta Koufos,2708.927,1.473396
2014,Rasual Butler,889.8838,-0.7055787
2019,RJ Hunter,53.65208,6.850925
2019,Wade Baldwin IV,199.7304,-1.070207
2018,Wayne Selden,1461.85,0.1637874
2018,Jonathon Simmons,4241.878,-0.9551177
2018,Stephen Curry,4735.04,-0.4793334
2015,Langston Galloway,2855.113,1.507637
2014,Mario Chalmers,5269.981,-0.5362129
2016,Larry Nance Jr.,2578.156,-0.8159008
2014,Shaun Livingston,4411.251,1.624924
2019,Willy Hernangomez,1765.254,-2.274566
2018,Nikola Jokic,5012.73,-1.756373
2019,Darren Collison,4692.805,-1.436957
2017,Mike Tobey,50.13021,6.756369
2018,Omari Johnson,154.2969,-5.99612
2016,Ish Smith,4666.518,-1.047499
2018,J.J. Barea,3307.857,-2.495627
2014,Kyle Korver,5349.237,-0.8543315
2018,Norman Powell,2295.583,-0.6844642
2018,Jamil Wilson,558.5033,1.657808
2017,Terrence Ross,4055.906,-1.401431
2017,CJ Miles,3802.85,-0.5584466
2014,Ronny Turiaf,1243.184,2.607178
2019,Bryn Forbes,5199.527,-1.823379
2019,Isaiah Thomas,407.5139,2.552925
2019,Dion Waiters,2334.085,-0.3793888
2014,Alex Len,760.4263,-2.645275
2018,Al-Farouq Aminu,4555.827,0.939367
2019,Emanuel Terry,51.84062,-9.575531
2017,Goran Dragic,4992.282,0.1769683
2014,Matthew Dellavedova,2563.978,-0.7227862
2014,Nate Wolters,2590.184,-0.4385943
2014,Jason Maxiell,976.1017,1.721577
2014,Shane Edwards,24.475,9.948634
2019,Ekpe Udoh,726.185,0.5126981
2017,Marcus Smart,6098.283,0.1119299
2017,Andre Drummond,4822.015,-1.048324
2019,Elie Okobo,2040.141,-0.8536325
2018,Georges Niang,74.24,-2.0887
2017,DeAndre Liggins,1595.374,-1.288971
2015,PJ Tucker,4861.816,0.4469008
2015,Kevin Seraphin,2545.613,1.284939
2019,Kelly Oubre Jr.,4215.466,-0.5606395
2017,Chandler Parsons,1333.688,-1.217726
2017,Shawn Long,496.3237,0.3243978
2014,Lance Stephenson,6696.956,0.9820078
2015,Ryan Kelly,2424.643,1.640987
2015,Tim Frazier,502.6989,-0.6295685
2018,Julius Randle,4660.594,0.1886959
2017,Tim Hardaway Jr.,4929.591,1.030251
2014,Leandro Barbosa,747.8067,-1.121581
2019,Kadeem Allen,874.4667,-0.1598651
2014,Chandler Parsons,6155.679,0.1857142
2014,Steve Blake,3209.239,0.042698
2018,Nene,1863.211,1.873647
2018,Mario Chalmers,2978.179,0.1598952
2018,Bismack Biyombo,3087.175,0.7512486
2017,Pat Connaughton,708.7225,0.9689133
2016,Damian Lillard,6417.935,0.113013
2016,Kentavious Caldwell-Pope,5913.805,0.9677047
2016,Cliff Alexander,77.58749,2.191395
2019,Tyreke Evans,3133.59,0.3510928
2017,Joffrey Lauvergne,2095.414,-0.4666089
2014,JaVale McGee,168.451,-4.321269
2018,Anthony Davis,6648.167,3.207572
2015,Kyle Anderson,724.8008,-2.251006
2016,Jodie Meeks,89.69251,7.332736
2015,Tony Wroten,1826.359,-1.687498
2017,Markieff Morris,5670.353,-0.0314441
2014,Josh McRoberts,4848.062,-0.7688862
2017,Matt Barnes,3761.42,-1.012116
2018,Demetrius Jackson,168.555,-2.795194
2015,Nikola Vucevic,5058.527,-0.5047591
2015,Brandon Knight,4154.715,-0.4301431
2014,Lou Williams,3209.522,-1.484814
2017,Jason Terry,2855.13,1.815323
2018,JaMychal Green,3085.285,0.3677275
2014,Stephen Curry,6446.038,0.5561131
2018,Patrick McCaw,2060.363,-0.5795723
2019,Robert Williams III,641.1196,2.899778
2019,Kenneth Faried,1677.691,0.6447797
2018,Shane Larkin,1893.017,-1.423487
2016,Andrew Nicholson,1678.92,0.4094994
2019,Devonte' Graham,1434.247,-2.117808
2014,Andrew Bynum,1034.01,1.367192
